,missing_dates
12926,2013-11-03 21:40:34
12927,2013-11-03 21:48:11
12928,2013-11-03 22:07:17
12929,2013-11-03 22:07:14
12930,2013-11-03 21:57:20
12931,2013-11-03 21:59:20
12932,2013-11-03 22:00:59
12933,2013-11-03 22:15:10
12934,2013-11-03 22:17:57
12935,2013-11-03 22:17:28
12936,2013-11-03 22:25:14
12937,2013-11-03 22:11:52
12938,2013-11-03 22:39:42
12939,2013-11-03 22:43:58
12940,2013-11-03 22:56:43
12941,2013-11-03 22:55:24
12942,2013-11-03 22:55:22
12943,2013-11-03 23:19:32
12944,2013-11-03 23:27:51
12945,2013-11-03 23:23:39
12946,2013-11-03 23:47:22
12947,2013-11-03 23:45:16
12948,2013-11-03 23:39:07
12949,2013-11-03 23:47:30
12950,2013-11-03 23:53:02
12951,2013-11-04 00:05:10
12952,2013-11-04 00:01:49
12953,2013-11-04 00:06:55
12954,2013-11-04 00:09:41
12955,2013-11-04 00:10:49
12956,2013-11-04 00:16:40
12957,2013-11-04 00:23:14
12958,2013-11-04 00:27:52
12959,2013-11-04 00:27:06
12960,2013-11-04 00:27:12
12961,2013-11-04 00:28:30
12962,2013-11-04 00:29:05
12963,2013-11-04 00:29:59
12964,2013-11-04 00:30:56
12965,2013-11-04 01:04:10
12966,2013-11-04 00:35:31
12967,2013-11-04 00:36:48
12968,2013-11-04 00:37:01
12969,2013-11-04 00:37:35
12970,2013-11-04 01:23:48
12971,2013-11-04 01:25:15
12972,2013-11-04 01:27:02
12973,2013-11-04 01:35:02
12974,2013-11-04 01:41:28
12975,2013-11-04 01:42:26
12976,2013-11-04 02:04:19
12977,2013-11-04 02:07:08
12978,2013-11-04 02:27:52
12979,2013-11-04 02:33:12
12980,2013-11-04 02:35:13
12981,2013-11-04 03:30:57
12982,2013-11-04 03:17:59
12983,2013-11-04 03:37:52
12984,2013-11-04 03:55:11
12985,2013-11-04 04:01:35
12986,2013-11-04 04:01:19
12987,2013-11-04 04:04:10
12988,2013-11-04 04:09:22
12989,2013-11-04 04:31:33
12990,2013-11-04 04:11:46
12991,2013-11-04 04:57:13
12992,2013-11-04 04:15:08
12993,2013-11-04 04:20:02
12994,2013-11-04 04:37:49
12995,2013-11-04 04:25:20
12996,2013-11-04 04:31:08
12997,2013-11-04 04:48:00
12998,2013-11-04 04:49:11
12999,2013-11-04 04:59:48
13000,2013-11-04 05:01:31
13001,2013-11-04 05:23:42
13002,2013-11-04 05:13:44
13003,2013-11-04 05:23:09
13004,2013-11-04 05:26:08
13005,2013-11-04 05:54:57
13006,2013-11-04 05:37:12
13007,2013-11-04 05:43:08
13008,2013-11-04 05:46:01
13009,2013-11-04 05:45:04
13010,2013-11-04 05:46:32
13011,2013-11-04 05:57:42
13012,2013-11-04 06:33:04
13013,2013-11-04 06:13:55
13014,2013-11-04 06:16:44
13015,2013-11-04 06:21:30
13016,2013-11-04 06:22:50
13017,2013-11-04 06:42:30
13018,2013-11-04 07:15:28
13019,2013-11-04 06:47:28
13020,2013-11-04 06:47:43
13021,2013-11-04 06:48:18
13022,2013-11-04 07:02:28
13023,2013-11-04 07:03:48
13024,2013-11-04 07:06:57
13025,2013-11-04 07:15:04
13026,2013-11-04 07:13:49
13027,2013-11-04 07:27:15
13028,2013-11-04 07:37:10
13029,2013-11-04 07:39:13
13030,2013-11-04 07:43:09
13031,2013-11-04 07:42:16
13032,2013-11-04 08:07:59
13033,2013-11-04 08:14:51
13034,2013-11-04 08:18:46
13035,2013-11-04 08:18:05
13036,2013-11-04 08:30:03
13037,2013-11-04 08:39:24
13038,2013-11-04 08:41:51
13039,2013-11-04 08:49:43
13040,2013-11-04 08:47:23
13041,2013-11-04 08:49:48
13042,2013-11-04 08:53:16
13043,2013-11-04 08:53:33
13044,2013-11-04 09:01:18
13045,2013-11-04 09:06:09
13046,2013-11-04 09:17:25
13047,2013-11-04 09:19:23
13048,2013-11-04 09:29:52
13049,2013-11-04 09:41:07
13050,2013-11-04 09:41:40
13051,2013-11-04 09:47:08
13052,2013-11-04 09:48:12
13053,2013-11-04 09:48:38
13054,2013-11-04 09:50:08
13055,2013-11-04 09:49:56
13056,2013-11-04 09:55:48
13057,2013-11-04 10:01:33
13058,2013-11-04 10:10:18
13059,2013-11-04 10:54:49
13060,2013-11-04 10:13:11
13061,2013-11-04 10:15:40
13062,2013-11-04 10:17:08
13063,2013-11-04 10:28:12
13064,2013-11-04 10:29:42
13065,2013-11-04 10:31:09
13066,2013-11-04 10:35:04
13067,2013-11-04 10:41:43
13068,2013-11-04 10:43:59
13069,2013-11-04 10:44:43
13070,2013-11-04 10:51:44
13071,2013-11-04 10:47:13
13072,2013-11-04 10:47:19
13073,2013-11-04 10:48:02
13074,2013-11-04 10:51:05
13075,2013-11-04 10:54:11
13076,2013-11-04 10:55:29
13077,2013-11-04 10:56:29
13078,2013-11-04 10:58:50
13079,2013-11-04 11:01:24
13080,2013-11-04 11:05:02
13081,2013-11-04 11:05:10
13082,2013-11-04 11:15:28
13083,2013-11-04 11:13:22
13084,2013-11-04 11:34:38
13085,2013-11-04 11:25:35
13086,2013-11-04 11:39:08
13087,2013-11-04 11:27:47
13088,2013-11-04 11:30:11
13089,2013-11-04 11:39:49
13090,2013-11-04 11:40:59
13091,2013-11-04 11:41:30
13092,2013-11-04 11:43:29
13093,2013-11-04 11:45:16
13094,2013-11-04 11:47:57
13095,2013-11-04 11:47:20
13096,2013-11-04 11:48:33
13097,2013-11-04 11:50:15
13098,2013-11-04 11:55:02
13099,2013-11-04 11:59:47
13100,2013-11-04 12:04:25
13101,2013-11-04 12:04:24
13102,2013-11-04 12:07:52
13103,2013-11-04 12:06:24
13104,2013-11-04 12:17:08
13105,2013-11-04 12:20:25
13106,2013-11-04 12:34:14
13107,2013-11-04 12:33:42
13108,2013-11-04 12:35:54
13109,2013-11-04 12:36:44
13110,2013-11-04 12:38:00
13111,2013-11-04 12:39:07
13112,2013-11-04 12:40:01
13113,2013-11-04 12:49:22
13114,2013-11-04 12:50:15
13115,2013-11-04 12:51:04
13116,2013-11-04 12:53:01
13117,2013-11-04 13:10:03
13118,2013-11-04 13:10:29
13119,2013-11-04 13:11:27
13120,2013-11-04 13:14:46
13121,2013-11-04 13:13:12
13122,2013-11-04 13:26:12
13123,2013-11-04 13:27:37
13124,2013-11-04 13:24:42
13125,2013-11-04 13:26:13
13126,2013-11-04 13:29:04
13127,2013-11-04 13:34:14
13128,2013-11-04 13:35:55
13129,2013-11-04 13:35:13
13130,2013-11-04 13:38:19
13131,2013-11-04 13:41:09
13132,2013-11-04 13:39:52
13133,2013-11-04 13:40:51
13134,2013-11-04 13:42:18
13135,2013-11-04 14:12:41
13136,2013-11-04 13:52:55
13137,2013-11-04 13:51:51
13138,2013-11-04 13:56:18
13139,2013-11-04 13:59:52
13140,2013-11-04 14:11:22
13141,2013-11-04 14:02:14
13142,2013-11-04 14:03:28
13143,2013-11-04 14:05:10
13144,2013-11-04 14:09:33
13145,2013-11-04 14:12:18
13146,2013-11-04 14:15:19
13147,2013-11-04 14:16:20
13148,2013-11-04 14:20:59
13149,2013-11-04 14:25:30
13150,2013-11-04 14:35:36
13151,2013-11-04 14:41:13
13152,2013-11-04 14:45:45
13153,2013-11-04 14:42:56
13154,2013-11-04 14:45:33
13155,2013-11-04 14:44:29
13156,2013-11-04 14:45:55
13157,2013-11-04 14:49:04
13158,2013-11-04 14:51:13
13159,2013-11-04 14:56:02
13160,2013-11-04 15:01:42
13161,2013-11-04 15:02:33
13162,2013-11-04 15:05:48
13163,2013-11-04 15:08:24
13164,2013-11-04 15:08:37
13165,2013-11-04 15:10:37
13166,2013-11-04 15:09:20
13167,2013-11-04 15:10:50
13168,2013-11-04 15:14:27
13169,2013-11-04 15:17:30
13170,2013-11-04 15:16:39
13171,2013-11-04 15:17:24
13172,2013-11-04 15:17:31
13173,2013-11-04 15:20:24
13174,2013-11-04 15:20:17
13175,2013-11-04 15:26:45
13176,2013-11-04 15:53:03
13177,2013-11-04 15:28:24
13178,2013-11-04 15:31:38
13179,2013-11-04 15:36:24
13180,2013-11-04 15:50:01
13181,2013-11-04 15:47:24
13182,2013-11-04 15:49:52
13183,2013-11-04 15:51:54
13184,2013-11-04 15:54:27
13185,2013-11-04 15:58:09
13186,2013-11-04 16:02:03
13187,2013-11-04 16:05:45
13188,2013-11-04 16:03:46
13189,2013-11-04 16:05:15
13190,2013-11-04 16:04:51
13191,2013-11-04 16:05:43
13192,2013-11-04 16:09:58
13193,2013-11-04 16:11:05
13194,2013-11-04 16:21:04
13195,2013-11-04 16:18:14
13196,2013-11-04 16:21:03
13197,2013-11-04 16:21:44
13198,2013-11-04 16:23:58
13199,2013-11-04 16:24:21
13200,2013-11-04 16:26:52
13201,2013-11-04 16:31:58
13202,2013-11-04 16:33:21
13203,2013-11-04 16:32:32
13204,2013-11-04 16:34:31
13205,2013-11-04 16:34:55
13206,2013-11-04 16:36:16
13207,2013-11-04 16:39:00
13208,2013-11-04 16:37:59
13209,2013-11-04 16:38:50
13210,2013-11-04 16:42:26
13211,2013-11-04 16:45:11
13212,2013-11-04 16:44:32
13213,2013-11-04 16:44:58
13214,2013-11-04 16:46:12
13215,2013-11-04 16:48:34
13216,2013-11-04 16:47:31
13217,2013-11-04 17:29:57
13218,2013-11-04 16:49:18
13219,2013-11-04 16:49:59
13220,2013-11-04 16:52:59
13221,2013-11-04 16:53:47
13222,2013-11-04 16:55:10
13223,2013-11-04 16:59:10
13224,2013-11-04 17:02:10
13225,2013-11-04 17:22:31
13226,2013-11-04 17:05:45
13227,2013-11-04 17:06:01
13228,2013-11-04 17:06:59
13229,2013-11-04 17:08:43
13230,2013-11-04 17:41:06
13231,2013-11-04 17:43:09
13232,2013-11-04 17:51:32
13233,2013-11-04 17:53:22
13234,2013-11-04 18:06:53
13235,2013-11-04 18:15:01
13236,2013-11-04 18:18:37
13237,2013-11-04 18:19:48
13238,2013-11-04 18:32:17
13239,2013-11-04 18:27:22
13240,2013-11-04 18:37:49
13241,2013-11-04 18:38:24
13242,2013-11-04 18:48:04
13243,2013-11-04 18:56:17
13244,2013-11-04 18:51:52
13245,2013-11-04 19:16:14
13246,2013-11-04 18:55:00
13247,2013-11-04 19:02:23
13248,2013-11-04 18:59:42
13249,2013-11-04 19:17:57
13250,2013-11-04 19:20:33
13251,2013-11-04 19:21:39
13252,2013-11-04 19:35:05
13253,2013-11-04 19:35:10
13254,2013-11-04 19:35:18
13255,2013-11-04 19:51:25
13256,2013-11-04 19:52:24
13257,2013-11-04 19:52:58
13258,2013-11-04 19:58:24
13259,2013-11-04 20:04:58
13260,2013-11-04 20:32:04
13261,2013-11-04 20:30:22
13262,2013-11-04 20:46:13
13263,2013-11-04 20:42:15
13264,2013-11-04 20:39:19
13265,2013-11-04 20:48:55
13266,2013-11-04 21:01:22
13267,2013-11-04 20:58:19
13268,2013-11-04 21:36:08
13269,2013-11-04 21:49:41
13270,2013-11-04 21:47:07
13271,2013-11-04 21:49:36
13272,2013-11-04 21:50:04
13273,2013-11-04 22:09:31
13274,2013-11-04 22:21:29
13275,2013-11-04 22:27:00
13276,2013-11-04 22:40:32
13277,2013-11-04 22:49:09
13278,2013-11-04 23:04:35
13279,2013-11-04 23:14:27
13280,2013-11-04 23:17:51
13281,2013-11-04 23:25:14
13282,2013-11-04 23:32:53
13283,2013-11-04 23:38:36
13284,2013-11-04 23:53:45
13285,2013-11-05 00:06:32
13286,2013-11-05 00:15:36
13287,2013-11-05 00:18:57
13288,2013-11-05 00:24:16
13289,2013-11-05 00:47:03
13290,2013-11-05 01:02:44
13291,2013-11-05 01:01:01
13292,2013-11-05 01:51:13
13293,2013-11-05 01:54:05
13294,2013-11-05 01:59:37
13295,2013-11-05 02:06:01
13296,2013-11-05 02:17:58
13297,2013-11-05 02:13:26
13298,2013-11-05 02:25:44
13299,2013-11-05 02:50:36
13300,2013-11-05 03:03:56
13301,2013-11-05 03:04:49
13302,2013-11-05 04:00:55
13303,2013-11-05 04:00:29
13304,2013-11-05 04:08:25
13305,2013-11-05 04:14:12
13306,2013-11-05 04:13:52
13307,2013-11-05 04:16:57
13308,2013-11-05 04:17:21
13309,2013-11-05 04:30:49
13310,2013-11-05 04:51:00
13311,2013-11-05 04:54:16
13312,2013-11-05 04:56:27
13313,2013-11-05 05:03:56
13314,2013-11-05 05:12:00
13315,2013-11-05 05:22:18
13316,2013-11-05 05:29:31
13317,2013-11-05 05:33:41
13318,2013-11-05 05:32:41
13319,2013-11-05 05:54:00
13320,2013-11-05 06:23:34
13321,2013-11-05 06:37:14
13322,2013-11-05 06:41:48
13323,2013-11-05 06:39:40
13324,2013-11-05 06:40:14
13325,2013-11-05 06:44:39
13326,2013-11-05 06:46:24
13327,2013-11-05 06:51:21
13328,2013-11-05 07:11:52
13329,2013-11-05 07:19:23
13330,2013-11-05 07:31:49
13331,2013-11-05 08:09:08
13332,2013-11-05 08:10:45
13333,2013-11-05 08:18:45
13334,2013-11-05 08:21:40
13335,2013-11-05 08:22:40
13336,2013-11-05 08:26:17
13337,2013-11-05 08:35:36
13338,2013-11-05 08:44:16
13339,2013-11-05 08:53:42
13340,2013-11-05 09:07:28
13341,2013-11-05 09:16:45
13342,2013-11-05 09:17:21
13343,2013-11-05 09:21:30
13344,2013-11-05 09:23:42
13345,2013-11-05 10:00:49
13346,2013-11-05 09:35:50
13347,2013-11-05 09:44:24
13348,2013-11-05 09:43:42
13349,2013-11-05 09:56:12
13350,2013-11-05 09:53:06
13351,2013-11-05 10:04:49
13352,2013-11-05 10:11:13
13353,2013-11-05 12:18:39
13354,2013-11-05 10:29:23
13355,2013-11-05 10:14:46
13356,2013-11-05 10:21:09
13357,2013-11-05 10:21:23
13358,2013-11-05 10:23:53
13359,2013-11-05 10:26:17
13360,2013-11-05 10:29:18
13361,2013-11-05 10:27:53
13362,2013-11-05 10:28:36
13363,2013-11-05 10:30:47
13364,2013-11-05 10:32:19
13365,2013-11-05 10:35:14
13366,2013-11-05 10:36:32
13367,2013-11-05 10:38:42
13368,2013-11-05 10:39:41
13369,2013-11-05 10:40:29
13370,2013-11-05 10:45:56
13371,2013-11-05 10:46:20
13372,2013-11-05 10:45:45
13373,2013-11-05 10:46:47
13374,2013-11-05 10:51:42
13375,2013-11-05 10:55:38
13376,2013-11-05 10:58:55
13377,2013-11-05 11:06:15
13378,2013-11-05 11:08:27
13379,2013-11-05 11:12:08
13380,2013-11-05 11:12:57
13381,2013-11-05 11:14:15
13382,2013-11-05 11:15:24
13383,2013-11-05 11:16:08
13384,2013-11-05 11:17:55
13385,2013-11-05 11:19:40
13386,2013-11-05 11:19:11
13387,2013-11-05 11:21:18
13388,2013-11-05 11:24:41
13389,2013-11-05 11:25:22
13390,2013-11-05 11:31:08
13391,2013-11-05 11:33:19
13392,2013-11-05 11:32:31
13393,2013-11-05 11:33:09
13394,2013-11-05 11:35:11
13395,2013-11-05 11:42:26
13396,2013-11-05 11:37:18
13397,2013-11-05 11:40:44
13398,2013-11-05 11:46:38
13399,2013-11-05 11:47:34
13400,2013-11-05 11:57:05
13401,2013-11-05 12:01:11
13402,2013-11-05 11:59:14
13403,2013-11-05 12:00:02
13404,2013-11-05 12:14:36
13405,2013-11-05 12:28:54
13406,2013-11-05 12:18:25
13407,2013-11-05 12:21:31
13408,2013-11-05 12:24:20
13409,2013-11-05 12:24:42
13410,2013-11-05 12:24:46
13411,2013-11-05 12:25:55
13412,2013-11-05 12:27:22
13413,2013-11-05 12:33:40
13414,2013-11-05 12:36:39
13415,2013-11-05 12:37:38
13416,2013-11-05 12:38:47
13417,2013-11-05 12:39:23
13418,2013-11-05 12:40:17
13419,2013-11-05 12:47:10
13420,2013-11-05 12:41:37
13421,2013-11-05 12:42:32
13422,2013-11-05 14:16:31
13423,2013-11-05 12:44:55
13424,2013-11-05 12:44:11
13425,2013-11-05 12:53:58
13426,2013-11-05 12:52:55
13427,2013-11-05 12:52:28
13428,2013-11-05 12:55:18
13429,2013-11-05 12:56:55
13430,2013-11-05 12:58:23
13431,2013-11-05 13:02:29
13432,2013-11-05 13:00:47
13433,2013-11-05 13:01:34
13434,2013-11-05 13:01:08
13435,2013-11-05 13:01:48
13436,2013-11-05 13:07:56
13437,2013-11-05 13:10:27
13438,2013-11-05 13:13:53
13439,2013-11-05 13:11:37
13440,2013-11-05 13:14:14
13441,2013-11-05 13:16:24
13442,2013-11-05 13:20:37
13443,2013-11-05 13:23:36
13444,2013-11-05 13:27:47
13445,2013-11-05 13:29:14
13446,2013-11-05 13:32:06
13447,2013-11-05 13:33:41
13448,2013-11-05 13:53:06
13449,2013-11-05 13:58:11
13450,2013-11-05 13:59:33
13451,2013-11-05 14:00:12
13452,2013-11-05 14:01:41
13453,2013-11-05 14:03:29
13454,2013-11-05 14:02:48
13455,2013-11-05 14:03:42
13456,2013-11-05 14:04:05
13457,2013-11-05 14:08:22
13458,2013-11-05 14:10:05
13459,2013-11-05 14:09:52
13460,2013-11-05 14:11:31
13461,2013-11-05 14:10:37
13462,2013-11-05 14:13:01
13463,2013-11-05 14:12:45
13464,2013-11-05 14:22:30
13465,2013-11-05 14:27:01
13466,2013-11-05 14:27:59
13467,2013-11-05 14:28:12
13468,2013-11-05 14:29:22
13469,2013-11-05 14:28:57
13470,2013-11-05 14:29:50
13471,2013-11-05 14:31:29
13472,2013-11-05 14:34:57
13473,2013-11-05 14:33:09
13474,2013-11-05 14:36:12
13475,2013-11-05 14:47:49
13476,2013-11-05 14:52:37
13477,2013-11-05 14:52:54
13478,2013-11-05 14:53:21
13479,2013-11-05 15:10:27
13480,2013-11-05 15:12:11
13481,2013-11-05 15:13:45
13482,2013-11-05 15:19:41
13483,2013-11-05 15:24:20
13484,2013-11-05 15:31:19
13485,2013-11-05 15:34:57
13486,2013-11-06 09:33:25
13487,2013-11-05 15:36:14
13488,2013-11-05 15:37:50
13489,2013-11-05 15:40:25
13490,2013-11-05 16:08:56
13491,2013-11-05 15:42:19
13492,2013-11-05 16:07:29
13493,2013-11-05 16:08:44
13494,2013-11-05 16:15:20
13495,2013-11-05 16:17:58
13496,2013-11-05 16:17:42
13497,2013-11-05 16:22:23
13498,2013-11-05 16:23:06
13499,2013-11-05 16:29:19
13500,2013-11-05 16:33:42
13501,2013-11-05 16:39:19
13502,2013-11-05 16:56:41
13503,2013-11-05 16:58:12
13504,2013-11-05 17:02:33
13505,2013-11-05 17:08:22
13506,2013-11-05 17:20:57
13507,2013-11-05 17:24:37
13508,2013-11-05 20:55:30
13509,2013-11-05 17:40:53
13510,2013-11-05 17:46:43
13511,2013-11-05 17:57:02
13512,2013-11-05 17:57:45
13513,2013-11-05 17:59:52
13514,2013-11-05 17:59:47
13515,2013-11-05 18:01:18
13516,2013-11-05 18:15:41
13517,2013-11-05 18:18:06
13518,2013-11-05 18:20:33
13519,2013-11-05 18:20:38
13520,2013-11-05 18:23:48
13521,2013-11-05 18:28:00
13522,2013-11-05 18:37:40
13523,2013-11-05 18:38:55
13524,2013-11-05 18:49:40
13525,2013-11-05 18:52:23
13526,2013-11-05 18:54:56
13527,2013-11-05 19:01:28
13528,2013-11-05 19:14:23
13529,2013-11-05 19:16:33
13530,2013-11-05 19:18:01
13531,2013-11-05 19:20:22
13532,2013-11-05 19:31:50
13533,2013-11-05 19:39:21
13534,2013-11-05 19:53:13
13535,2013-11-05 19:51:31
13536,2013-11-05 20:06:03
13537,2013-11-05 20:15:16
13538,2013-11-05 20:12:39
13539,2013-11-05 20:31:03
13540,2013-11-05 20:20:05
13541,2013-11-05 20:25:32
13542,2013-11-05 20:52:58
13543,2013-11-05 20:53:38
13544,2013-11-05 20:55:46
13545,2013-11-05 20:58:00
13546,2013-11-05 20:57:43
13547,2013-11-05 20:58:57
13548,2013-11-05 21:00:31
13549,2013-11-05 21:18:29
13550,2013-11-05 21:17:44
13551,2013-11-05 21:17:15
13552,2013-11-05 21:32:33
13553,2013-11-05 21:31:33
13554,2013-11-05 21:37:04
13555,2013-11-05 21:49:41
13556,2013-11-05 22:14:12
13557,2013-11-05 21:57:03
13558,2013-11-05 21:57:01
13559,2013-11-05 22:03:21
13560,2013-11-05 22:09:21
13561,2013-11-05 22:11:07
13562,2013-11-05 22:19:59
13563,2013-11-05 22:18:16
13564,2013-11-05 22:51:54
13565,2013-11-05 22:48:22
13566,2013-11-05 22:56:31
13567,2013-11-05 23:07:40
13568,2013-11-05 23:17:31
13569,2013-11-05 23:20:39
13570,2013-11-05 23:29:51
13571,2013-11-05 23:28:19
13572,2013-11-05 23:32:14
13573,2013-11-05 23:35:50
13574,2013-11-05 23:51:08
13575,2013-11-05 23:41:57
13576,2013-11-05 23:48:25
13577,2013-11-06 04:13:44
13578,2013-11-06 00:37:49
13579,2013-11-06 00:48:41
13580,2013-11-06 00:55:05
13581,2013-11-06 00:58:04
13582,2013-11-06 00:58:37
13583,2013-11-06 00:59:13
13584,2013-11-06 01:06:33
13585,2013-11-06 01:07:03
13586,2013-11-06 01:33:17
13587,2013-11-06 01:36:26
13588,2013-11-06 01:39:25
13589,2013-11-06 01:41:15
13590,2013-11-06 01:45:02
13591,2013-11-06 01:46:47
13592,2013-11-06 01:47:34
13593,2013-11-06 02:11:58
13594,2013-11-06 02:28:48
13595,2013-11-06 02:37:53
13596,2013-11-06 02:48:32
13597,2013-11-06 02:48:58
13598,2013-11-06 02:39:30
13599,2013-11-06 02:48:59
13600,2013-11-06 03:01:17
13601,2013-11-06 03:17:36
13602,2013-11-06 03:28:34
13603,2013-11-06 03:36:41
13604,2013-11-07 00:00:00
13605,2013-11-06 04:13:13
13606,2013-11-06 04:44:19
13607,2013-11-06 05:03:51
13608,2013-11-06 05:07:49
13609,2013-11-06 05:26:09
13610,2013-11-06 05:26:14
13611,2013-11-06 05:26:41
13612,2013-11-06 05:28:33
13613,2013-11-06 06:01:47
13614,2013-11-06 06:27:36
13615,2013-11-06 06:41:39
13616,2013-11-06 06:44:03
13617,2013-11-06 06:46:41
13618,2013-11-06 06:50:12
13619,2013-11-06 07:04:52
13620,2013-11-06 07:06:40
13621,2013-11-06 07:34:32
13622,2013-11-06 07:42:49
13623,2013-11-06 07:43:05
13624,2013-11-06 07:44:30
13625,2013-11-06 07:54:15
13626,2013-11-06 07:58:01
13627,2013-11-06 08:04:14
13628,2013-11-06 08:06:21
13629,2013-11-06 08:16:42
13630,2013-11-06 08:18:15
13631,2013-11-06 08:22:48
13632,2013-11-06 08:27:24
13633,2013-11-06 08:40:16
13634,2013-11-06 08:51:20
13635,2013-11-06 08:54:33
13636,2013-11-06 08:52:29
13637,2013-11-06 08:54:48
13638,2013-11-06 09:02:38
13639,2013-11-06 09:05:24
13640,2013-11-06 09:05:42
13641,2013-11-06 09:07:17
13642,2013-11-06 09:09:14
13643,2013-11-06 09:12:36
13644,2013-11-06 09:37:14
13645,2013-11-06 09:20:44
13646,2013-11-06 09:23:22
13647,2013-11-06 09:29:58
13648,2013-11-06 09:32:34
13649,2013-11-06 09:30:40
13650,2013-11-06 09:32:17
13651,2013-11-06 09:36:56
13652,2013-11-06 09:41:51
13653,2013-11-06 09:47:03
13654,2013-11-06 09:48:35
13655,2013-11-06 09:51:10
13656,2013-11-06 09:59:22
13657,2013-11-06 10:35:07
13658,2013-11-06 10:17:02
13659,2013-11-06 10:14:44
13660,2013-11-06 10:20:14
13661,2013-11-06 10:25:55
13662,2013-11-06 10:37:16
13663,2013-11-06 10:29:28
13664,2013-11-06 10:29:41
13665,2013-11-06 10:27:38
13666,2013-11-06 10:27:45
13667,2013-11-06 10:30:34
13668,2013-11-06 10:31:38
13669,2013-11-06 10:32:45
13670,2013-11-06 10:33:04
13671,2013-11-06 10:38:05
13672,2013-11-06 10:43:16
13673,2013-11-06 10:43:25
13674,2013-11-06 10:45:42
13675,2013-11-06 10:54:23
13676,2013-11-06 10:55:46
13677,2013-11-06 10:56:14
13678,2013-11-06 10:58:18
13679,2013-11-06 11:00:43
13680,2013-11-06 11:07:44
13681,2013-11-06 11:18:56
13682,2013-11-06 11:17:24
13683,2013-11-06 11:17:48
13684,2013-11-06 11:21:52
13685,2013-11-06 11:27:54
13686,2013-11-06 16:40:09
13687,2013-11-06 11:25:29
13688,2013-11-06 11:27:18
13689,2013-11-06 11:34:34
13690,2013-11-06 11:39:09
13691,2013-11-06 11:47:23
13692,2013-11-06 11:46:15
13693,2013-11-06 11:50:04
13694,2013-11-06 11:52:00
13695,2013-11-06 12:05:00
13696,2013-11-06 12:19:15
13697,2013-11-06 12:10:40
13698,2013-11-06 12:11:46
13699,2013-11-06 12:15:51
13700,2013-11-06 12:22:05
13701,2013-11-06 12:22:44
13702,2013-11-07 11:27:21
13703,2013-11-06 12:26:17
13704,2013-11-06 12:36:36
13705,2013-11-06 12:34:30
13706,2013-11-06 12:40:57
13707,2013-11-06 12:48:59
13708,2013-11-06 12:47:03
13709,2013-11-06 12:54:35
13710,2013-11-06 12:57:37
13711,2013-11-06 12:56:47
13712,2013-11-06 12:58:52
13713,2013-11-06 12:59:30
13714,2013-11-06 13:03:31
13715,2013-11-06 13:04:53
13716,2013-11-06 13:04:28
13717,2013-11-06 13:05:06
13718,2013-11-06 13:05:58
13719,2013-11-06 13:07:18
13720,2013-11-06 13:21:57
13721,2013-11-06 13:21:53
13722,2013-11-06 13:14:31
13723,2013-11-06 13:22:32
13724,2013-11-06 13:30:05
13725,2013-11-06 13:28:41
13726,2013-11-06 13:29:36
13727,2013-11-06 13:32:09
13728,2013-11-06 13:31:56
13729,2013-11-06 13:33:00
13730,2013-11-06 13:33:23
13731,2013-11-06 13:33:58
13732,2013-11-06 13:34:46
13733,2013-11-06 13:36:23
13734,2013-11-06 13:36:46
13735,2013-11-06 13:38:33
13736,2013-11-06 13:42:16
13737,2013-11-06 13:45:35
13738,2013-11-06 13:45:10
13739,2013-11-06 13:45:50
13740,2013-11-06 13:46:22
13741,2013-11-06 13:45:52
13742,2013-11-06 13:48:25
13743,2013-11-06 13:49:48
13744,2013-11-06 13:51:17
13745,2013-11-06 13:59:47
13746,2013-11-06 14:28:35
13747,2013-11-06 14:06:32
13748,2013-11-06 14:08:32
13749,2013-11-06 14:07:38
13750,2013-11-06 14:12:06
13751,2013-11-06 14:11:42
13752,2013-11-06 14:12:20
13753,2013-11-06 14:16:21
13754,2013-11-06 14:18:05
13755,2013-11-06 14:18:55
13756,2013-11-06 14:21:30
13757,2013-11-06 14:20:16
13758,2013-11-06 14:21:36
13759,2013-11-06 14:22:45
13760,2013-11-06 14:35:00
13761,2013-11-06 14:39:13
13762,2013-11-06 14:49:12
13763,2013-11-06 14:48:56
13764,2013-11-06 14:50:03
13765,2013-11-06 15:06:09
13766,2013-11-06 15:05:02
13767,2013-11-06 15:09:34
13768,2013-11-06 15:13:41
13769,2013-11-06 15:16:36
13770,2013-11-06 15:15:40
13771,2013-11-06 15:16:14
13772,2013-11-06 15:16:31
13773,2013-11-06 15:17:22
13774,2013-11-06 15:17:40
13775,2013-11-06 15:22:02
13776,2013-11-06 15:27:38
13777,2013-11-06 15:29:15
13778,2013-11-06 15:28:32
13779,2013-11-06 15:36:10
13780,2013-11-06 15:34:13
13781,2013-11-06 15:36:04
13782,2013-11-06 15:38:25
13783,2013-11-06 15:40:13
13784,2013-11-06 15:40:24
13785,2013-11-06 15:41:40
13786,2013-11-06 15:42:25
13787,2013-11-06 15:43:14
13788,2013-11-06 15:47:04
13789,2013-11-06 15:45:09
13790,2013-11-06 15:47:02
13791,2013-11-06 15:47:07
13792,2013-11-06 15:48:44
13793,2013-11-06 15:49:24
13794,2013-11-06 15:50:43
13795,2013-11-06 15:51:16
13796,2013-11-06 15:51:36
13797,2013-11-06 15:51:44
13798,2013-11-06 15:52:58
13799,2013-11-06 15:55:25
